Convergence,Shear,Smooth_matter_fraction(alpha),Mapsize(Er),Numberofpixels,Lens_mass_function_power,Minmass,Maxmass,name_obj,image
1.251925,1.251379,0.2,30,900.0,0.01,0.299,0.3,J1831+5447,B
0.9891006,0.988742,0.2,30,700.0,0.01,0.299,0.3,SDSSJ0832+0404,B
0.05431687,1.961994,0.2,30,800.0,0.01,0.299,0.3,J0818-2613,B
0.5747437,0.5746783,0.2,30,1000.0,0.01,0.299,0.3,DESJ0408-5354,D
0.2306551,0.5653616,0.2,30,800.0,0.01,0.299,0.3,HE1113-0641,B
1.025297,1.024871,0.2,30,1200.0,0.01,0.299,0.3,LBQS1333+0113,B
0.5023415,0.5022152,0.2,30,1100.0,0.01,0.299,0.3,DESJ0115-5244,A
0.8787231,0.8783079,0.2,30,900.0,0.01,0.299,0.3,SDSSJ1515+1511,B
0.1728648,0.1728446,0.2,30,1100.0,0.01,0.299,0.3,J1640+1045,B
0.09197343,0.3454517,0.2,30,1000.0,0.01,0.299,0.3,J1537-3010,C
0.432855,0.432718,0.2,30,1100.0,0.01,0.299,0.3,SDSS0246-0825,B
0.2524301,0.2523902,0.2,30,1000.0,0.01,0.299,0.3,J0146-1133,A
0.4193255,0.4192581,0.2,30,1100.0,0.01,0.299,0.3,J2132+2603,A
0.2647809,0.2647377,0.2,30,1200.0,0.01,0.299,0.3,SDSSJ0114+0722,B
0.9898632,0.04422197,0.2,30,800.0,0.01,0.299,0.3,J0029-3814,B
0.5845158,0.5843165,0.2,30,1500.0,0.01,0.299,0.3,J0140-1152,A
0.3905917,0.3905471,0.2,30,1100.0,0.01,0.299,0.3,J0203+1612,A
0.3140017,0.3139394,0.2,30,1100.0,0.01,0.299,0.3,Q1355-2257,A
0.3646515,0.4145793,0.2,30,1200.0,0.01,0.299,0.3,B1422+231,C
0.964218,0.9638964,0.2,30,1300.0,0.01,0.299,0.3,WGD2021-4115,B
0.4200565,0.3753846,0.2,30,800.0,0.01,0.299,0.3,WISEJ0259-1635,B
1.513603,1.51311,0.2,30,1100.0,0.01,0.299,0.3,J0102+2445,B
0.585101,0.5850151,0.2,30,1200.0,0.01,0.299,0.3,VDESJ2325-5229,A
0.1931889,0.4531876,0.2,30,1000.0,0.01,0.299,0.3,PSJ0030-1525,A
0.6540582,0.6538772,0.2,30,500.0,0.01,0.299,0.3,ATLASJ2344-3056,A
0.5271079,0.5269297,0.2,30,1100.0,0.01,0.299,0.3,SDSS0246-0825,A
0.3680929,0.3680172,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1650+4251,B
0.163949,0.1639288,0.2,30,1000.0,0.01,0.299,0.3,SDSSJ0256+0153,B
0.3680725,0.3680445,0.2,30,1000.0,0.01,0.299,0.3,RXJ1131-1231,B
0.5540914,0.5539674,0.2,30,1100.0,0.01,0.299,0.3,HE0230-2130,B
0.8594603,0.8592144,0.2,30,1200.0,0.01,0.299,0.3,DES2158-5812,B
0.5530223,0.552805,0.2,30,1100.0,0.01,0.299,0.3,HS0810+2554,D
0.6771553,0.6770839,0.2,30,1400.0,0.01,0.299,0.3,SDSSJ0819+5356,B
0.3229929,0.3229198,0.2,30,1800.0,0.01,0.299,0.3,SDSS1332+0347,B
0.3035699,0.06854824,0.2,30,1100.0,0.01,0.299,0.3,2M1134-2103,C
0.4691326,0.4690523,0.2,30,1100.0,0.01,0.299,0.3,HST01247+0352,A
0.4809789,0.4809331,0.2,30,1000.0,0.01,0.299,0.3,DESJ0408-5354,C
1.025277,0.7366203,0.2,30,1100.0,0.01,0.299,0.3,PSJ1606-2333,D
0.09941629,0.3897632,0.2,30,1000.0,0.01,0.299,0.3,J1537-3010,A
0.3108819,0.5630848,0.2,30,1100.0,0.01,0.299,0.3,DESJ0530-3730,D
0.9353411,0.009723709,0.2,30,800.0,0.01,0.299,0.3,J0029-3814,A
0.3906247,0.3905637,0.2,30,1100.0,0.01,0.299,0.3,DESJ0407-5006,A
0.3626902,0.3626178,0.2,30,1200.0,0.01,0.299,0.3,DES0247-6349,A
0.4764163,0.4763382,0.2,30,1100.0,0.01,0.299,0.3,HST14164+5215,A
0.5702076,0.5700269,0.2,30,1000.0,0.01,0.299,0.3,SDSSJ1452+4224,A
0.8372113,0.8363862,0.2,30,1300.0,0.01,0.299,0.3,DESJ2038-4008,A
0.3028098,0.3027595,0.2,30,1000.0,0.01,0.299,0.3,J1653+5155,A
0.587464,0.2327974,0.2,30,1100.0,0.01,0.299,0.3,J2205-3727,A
0.9322336,0.1259106,0.2,30,1200.0,0.01,0.299,0.3,SDSSJ1138+0314,B
0.3673416,0.3672885,0.2,30,1500.0,0.01,0.299,0.3,SDSSJ1406+6126,A
0.6936708,0.693498,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1339+1310,B
1.180346,0.849678,0.2,30,1100.0,0.01,0.299,0.3,PSJ1606-2333,B
0.4241795,0.4239575,0.2,30,700.0,0.01,0.299,0.3,HE0512-3329,B
0.3764274,0.3734688,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ0248+1913,A
0.3990809,0.3990267,0.2,30,1200.0,0.01,0.299,0.3,DES2158-5812,A
0.4990953,0.4989023,0.2,30,1200.0,0.01,0.299,0.3,CY2201-3201,A
0.4201898,0.4201313,0.2,30,1000.0,0.01,0.299,0.3,SDSSJ1254+1857,B
0.7613553,0.7609996,0.2,30,1300.0,0.01,0.299,0.3,SDSSJ0821+4542,A
0.4049695,0.4404371,0.2,30,900.0,0.01,0.299,0.3,WFI2033-4723A,1
1.327141,1.32671,0.2,30,1100.0,0.01,0.299,0.3,J0600-4649,B
1.020162,1.201019,0.2,30,600.0,0.01,0.299,0.3,B2045+265,D
0.6388361,0.63869,0.2,30,1100.0,0.01,0.299,0.3,J1238+2846,B
0.6218646,0.6217812,0.2,30,900.0,0.01,0.299,0.3,SDSSJ1206+4332,B
0.8824729,0.08460013,0.2,30,1200.0,0.01,0.299,0.3,SDSSJ1138+0314,A
1.100824,1.100438,0.2,30,1400.0,0.01,0.299,0.3,J0407-1931,B
0.5133609,0.5095062,0.2,30,1000.0,0.01,0.299,0.3,PSJ0630-1201,C
1.366368,1.593567,0.2,30,1000.0,0.01,0.299,0.3,J0053-2012,D
0.02794794,0.4230482,0.2,30,900.0,0.01,0.299,0.3,HST12531-2914,B
0.3849921,0.1939952,0.2,30,1100.0,0.01,0.299,0.3,PSJ1606-2333,A
0.4133584,0.4132236,0.2,30,900.0,0.01,0.299,0.3,HS2209+1914,B
0.3576287,0.3575776,0.2,30,1000.0,0.01,0.299,0.3,SDSSJ1322+1052,A
0.4957996,0.4956612,0.2,30,1000.0,0.01,0.299,0.3,COSMOS5921+0638,C
0.3522223,0.352123,0.2,30,1100.0,0.01,0.299,0.3,J0246-1845,A
0.9436545,0.9433738,0.2,30,1000.0,0.01,0.299,0.3,J0259-2338,B
0.6873877,0.6871879,0.2,30,500.0,0.01,0.299,0.3,ATLASJ2344-3056,C
0.4115172,0.4114434,0.2,30,900.0,0.01,0.299,0.3,SDSSJ1400+3134,A
0.6666261,0.6664088,0.2,30,1300.0,0.01,0.299,0.3,DESJ2038-4008,C
0.8710886,0.8709415,0.2,30,1300.0,0.01,0.299,0.3,Q0957+561,B
0.5812126,0.58111,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ0921+2854,A
0.4721102,0.4720145,0.2,30,800.0,0.01,0.299,0.3,PKS1830-211,A
0.2532968,0.5178132,0.2,30,1500.0,0.01,0.299,0.3,WG0214-2105,C
0.8704485,0.08174825,0.2,30,1200.0,0.01,0.299,0.3,SDSSJ1138+0314,C
0.3491703,0.3055457,0.2,30,800.0,0.01,0.299,0.3,OGLEJ0218-7335,A
0.5335701,0.5335082,0.2,30,1300.0,0.01,0.299,0.3,SDSS1011+0143,D
0.3914829,0.391457,0.2,30,1000.0,0.01,0.299,0.3,RXJ1131-1231,C
0.3271023,0.3270552,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ0921+2854,B
0.7263756,0.7397729,0.2,30,1100.0,0.01,0.299,0.3,J0011-0845,B
0.3330334,0.3329784,0.2,30,1000.0,0.01,0.299,0.3,B1152+200,A
0.5298456,0.5297454,0.2,30,1100.0,0.01,0.299,0.3,HST01247+0352,B
0.1586132,0.1586008,0.2,30,1000.0,0.01,0.299,0.3,J2124+1632,A
1.167997,1.167588,0.2,30,1000.0,0.01,0.299,0.3,RXJ1131-1231,E
0.2137253,0.2136964,0.2,30,1300.0,0.01,0.299,0.3,SDSSJ0821+4542,B
0.398508,0.3984273,0.2,30,1100.0,0.01,0.299,0.3,J1515+3137,A
0.01185006,0.9138391,0.2,30,800.0,0.01,0.299,0.3,J0818-2613,C
0.2928623,0.2928165,0.2,30,900.0,0.01,0.299,0.3,SBS1520+530,A
0.7312697,0.3745323,0.2,30,900.0,0.01,0.299,0.3,SDSSJ1251+2935,B
0.6322649,0.6321036,0.2,30,1100.0,0.01,0.299,0.3,HE0230-2130,D
0.3437225,0.3436561,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ2257+2349,B
0.3176426,0.1410848,0.2,30,1100.0,0.01,0.299,0.3,2M1134-2103,A
0.3697349,0.2841881,0.2,30,1100.0,0.01,0.299,0.3,J2145+6345,A
0.558521,0.5583394,0.2,30,1200.0,0.01,0.299,0.3,B0712+472,D
0.5706447,0.5705706,0.2,30,1000.0,0.01,0.299,0.3,PSJ0147+4630,A
0.783714,0.7834884,0.2,30,900.0,0.01,0.299,0.3,SDSSJ0820+0812,B
1.221646,1.221008,0.2,30,1100.0,0.01,0.299,0.3,WGD0245-0556,B
0.5114501,0.5545455,0.2,30,900.0,0.01,0.299,0.3,J1131-4419,C
0.9908553,0.9906382,0.2,30,1000.0,0.01,0.299,0.3,SDSSJ0256+0153,A
0.3144002,0.314358,0.2,30,1100.0,0.01,0.299,0.3,WGD0245-0556,A
0.2345627,0.2345461,0.2,30,1100.0,0.01,0.299,0.3,J0501-4118,A
0.8212788,0.8209179,0.2,30,1000.0,0.01,0.299,0.3,PSS2322+1944,B
0.9034211,0.9030649,0.2,30,1000.0,0.01,0.299,0.3,J0123-0455,B
1.676994,1.676307,0.2,30,1100.0,0.01,0.299,0.3,Q0142-100,A
0.3532898,0.3532418,0.2,30,1700.0,0.01,0.299,0.3,DES01xx-24xx,A
0.226884,0.08944897,0.2,30,900.0,0.01,0.299,0.3,RXJ0911+0551,D
0.4205832,0.4205347,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1458-0202,A
0.8862643,0.8859388,0.2,30,1400.0,0.01,0.299,0.3,SDSSJ1131+1915,B
0.4217862,0.4261441,0.2,30,1100.0,0.01,0.299,0.3,J2145+6345,C
0.2981668,0.2980375,0.2,30,1100.0,0.01,0.299,0.3,B1127+385,B
0.6356257,0.6354592,0.2,30,2300.0,0.01,0.299,0.3,DES03xx-44xx,A
0.8155109,0.8153641,0.2,30,1100.0,0.01,0.299,0.3,J1524+4801,B
0.3605374,0.3605053,0.2,30,1100.0,0.01,0.299,0.3,J0600-4649,A
0.8618446,0.8615748,0.2,30,1100.0,0.01,0.299,0.3,KIDS2307-3039,B
0.2848105,0.2887453,0.2,30,800.0,0.01,0.299,0.3,HST14176+5226,C
0.5442074,0.5441062,0.2,30,1100.0,0.01,0.299,0.3,HST14164+5215,B
0.4080612,0.4080157,0.2,30,1100.0,0.01,0.299,0.3,J0013+5119,A
0.3272545,0.3272252,0.2,30,1200.0,0.01,0.299,0.3,SDSSJ1433+6007,B
1.10783,1.106969,0.2,30,1800.0,0.01,0.299,0.3,SDSS1332+0347,A
0.5813276,0.5149494,0.2,30,1200.0,0.01,0.299,0.3,SDSSJ1330+1810,C
0.837493,0.8370907,0.2,30,400.0,0.01,0.299,0.3,WISE2329-1258,A
0.4109473,0.4108448,0.2,30,1100.0,0.01,0.299,0.3,PSJ0140+4107,B
0.332455,0.5339997,0.2,30,1000.0,0.01,0.299,0.3,PSJ0030-1525,C
0.9104206,0.1220941,0.2,30,1200.0,0.01,0.299,0.3,SDSSJ1138+0314,D
0.4437083,0.4435925,0.2,30,900.0,0.01,0.299,0.3,DESJ2146-0047,A
0.8846075,1.189685,0.2,30,1100.0,0.01,0.299,0.3,2M1134-2103,D
0.513931,0.5138709,0.2,30,1000.0,0.01,0.299,0.3,PSJ0147+4630,C
1.415166,1.4137,0.2,30,1300.0,0.01,0.299,0.3,SDSSJ0743+2457,B
0.7416951,0.3501021,0.2,30,1100.0,0.01,0.299,0.3,J2205-3727,D
0.3079407,0.3079345,0.2,30,900.0,0.01,0.299,0.3,SDSS1004+4112,B
0.3836161,0.4806877,0.2,30,1200.0,0.01,0.299,0.3,B1422+231,A
0.08780984,0.07339115,0.2,30,800.0,0.01,0.299,0.3,J0818-2613,A
0.4965724,0.4963767,0.2,30,1100.0,0.01,0.299,0.3,HS0810+2554,A
0.2874509,0.2874242,0.2,30,1200.0,0.01,0.299,0.3,J1602+4526,A
0.8402696,0.8401878,0.2,30,1100.0,0.01,0.299,0.3,J0501-4118,B
0.4716639,0.4589685,0.2,30,1300.0,0.01,0.299,0.3,DESJ0420-4037,C
0.9474667,0.9471886,0.2,30,1000.0,0.01,0.299,0.3,J1653+5155,B
1.151179,1.150378,0.2,30,1100.0,0.01,0.299,0.3,Q1355-2257,B
0.238326,0.2383105,0.2,30,1100.0,0.01,0.299,0.3,Q2138-431,B
0.8798947,0.8797496,0.2,30,1100.0,0.01,0.299,0.3,SDSS0903+5028,B
0.4047862,0.411133,0.2,30,1300.0,0.01,0.299,0.3,DESJ0420-4037,A
1.061551,1.060958,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1216+3529,B
0.3684992,0.3684541,0.2,30,1100.0,0.01,0.299,0.3,J1524+4801,A
0.6386342,0.6383865,0.2,30,1100.0,0.01,0.299,0.3,PSJ0140+4107,A
1.219012,1.218239,0.2,30,800.0,0.01,0.299,0.3,LBQS1009-0252,B
1.334184,1.333715,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1620+1203,B
0.3140236,0.3103069,0.2,30,1000.0,0.01,0.299,0.3,J0053-2012,A
0.4545553,0.467133,0.2,30,1200.0,0.01,0.299,0.3,SDSS0924+0219,A
0.626661,0.6450379,0.2,30,700.0,0.01,0.299,0.3,SBS0909+523,A
0.3125319,0.3124899,0.2,30,1100.0,0.01,0.299,0.3,J2250+2117,A
0.5996055,0.5994873,0.2,30,1000.0,0.01,0.299,0.3,SDSSJ1254+1857,A
0.3031095,0.3030494,0.2,30,1800.0,0.01,0.299,0.3,SDSSJ1313+5151,A
0.4740624,0.4739316,0.2,30,1200.0,0.01,0.299,0.3,B0712+472,C
0.5171583,0.7214824,0.2,30,1100.0,0.01,0.299,0.3,B0128+437,D
0.1988804,0.4564947,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1330+3800,B
0.9814276,0.9810678,0.2,30,1700.0,0.01,0.299,0.3,DES01xx-24xx,B
0.4515321,0.4515258,0.2,30,900.0,0.01,0.299,0.3,SDSS1004+4112,A
0.3176121,0.303646,0.2,30,1100.0,0.01,0.299,0.3,B0128+437,C
0.3219986,0.3219205,0.2,30,900.0,0.01,0.299,0.3,SDSS1226-0006,B
0.7198755,0.7197493,0.2,30,3800.0,0.01,0.299,0.3,Q2237+030,C
0.7241899,0.7287073,0.2,30,1100.0,0.01,0.299,0.3,H1413+117,A
0.5085005,1.51837,0.2,30,900.0,0.01,0.299,0.3,HST12531-2914,C
0.4401665,0.4400733,0.2,30,1100.0,0.01,0.299,0.3,J1518+4658,A
0.8310594,0.8307832,0.2,30,1000.0,0.01,0.299,0.3,SDSSJ1322+1052,B
0.1686509,0.1686386,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1349+1227,A
0.6326323,0.632446,0.2,30,1200.0,0.01,0.299,0.3,HE0047-1756,B
0.378466,0.3783762,0.2,30,1300.0,0.01,0.299,0.3,QJ0158-4325,A
0.6092504,0.5973165,0.2,30,1200.0,0.01,0.299,0.3,SDSS0924+0219,C
0.597883,0.5977115,0.2,30,1100.0,0.01,0.299,0.3,J1616+1415,B
0.5419347,0.5418714,0.2,30,1500.0,0.01,0.299,0.3,WG2100-4452,C
0.4507478,0.4438644,0.2,30,1200.0,0.01,0.299,0.3,SDSS0924+0219,B
0.403988,0.469925,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1412+5204,A
0.3044684,0.3044245,0.2,30,1000.0,0.01,0.299,0.3,WGA0235-2433,B
0.3166582,1.334997,0.2,30,1000.0,0.01,0.299,0.3,J1537-3010,D
0.3996343,0.3995518,0.2,30,3800.0,0.01,0.299,0.3,Q2237+030,A
0.8395227,0.8394413,0.2,30,1300.0,0.01,0.299,0.3,J0941+0518,B
0.8992362,0.8992216,0.2,30,900.0,0.01,0.299,0.3,SDSS1004+4112,D
0.4697932,0.4864358,0.2,30,1200.0,0.01,0.299,0.3,SDSS0924+0219,D
0.7835752,0.7833644,0.2,30,1100.0,0.01,0.299,0.3,J1710+4332,B
0.6393975,0.6392083,0.2,30,1300.0,0.01,0.299,0.3,SDSSJ1254+2235,B
0.3675594,0.3675314,0.2,30,900.0,0.01,0.299,0.3,J0028+0631,A
0.330883,0.3308283,0.2,30,1000.0,0.01,0.299,0.3,PSJ0417+3325,B
0.6230325,0.6228394,0.2,30,1100.0,0.01,0.299,0.3,J0124-0033,B
0.3825943,0.9171431,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1330+3800,A
0.1518373,0.1518315,0.2,30,1300.0,0.01,0.299,0.3,Q0957+561,A
0.2865558,0.2865082,0.2,30,1100.0,0.01,0.299,0.3,SDSSJ1216+3529,A
1.136688,1.136404,0.2,30,1100.0,0.01,0.299,0.3,J0150-4041,B
0.2712597,0.2712369,0.2,30,1000.0,0.01,0.299,0.3,PSJ0949+4208,B
0.2801556,0.2801233,0.2,30,1700.0,0.01,0.299,0.3,SDSSJ1155+6346,A
0.3430855,0.3430339,0.2,30,1200.0,0.01,0.299,0.3,LBQS1333+0113,A
0.3898847,0.3897946,0.2,30,1500.0,0.01,0.299,0.3,J0140-1152,B
0.8681006,0.8679961,0.2,30,1000.0,0.01,0.299,0.3,RXJ1131-1231,D
0.7350906,0.562378,0.2,30,1100.0,0.01,0.299,0.3,B0128+437,B
0.9532993,1.329196,0.2,30,1100.0,0.01,0.299,0.3,HST14113+5211,B
0.4471566,0.2256429,0.2,30,1100.0,0.01,0.299,0.3,PSJ1606-2333,C
0.5622218,0.581971,0.2,30,1300.0,0.01,0.299,0.3,DESJ0420-4037,B
0.4756056,0.470667,0.2,30,1000.0,0.01,0.299,0.3,PSJ0630-1201,D
0.2008772,0.462835,0.2,30,1100.0,0.01,0.299,0.3,DESJ0530-3730,B
0.5011423,0.5010926,0.2,30,1000.0,0.01,0.299,0.3,DESJ0408-5354,B
0.3037061,0.3036386,0.2,30,1300.0,0.01,0.299,0.3,SDSSJ0743+2457,A
0.3162749,0.3161249,0.2,30,1100.0,0.01,0.299,0.3,B0739+366,A
0.3495842,0.3495137,0.2,30,1000.0,0.01,0.299,0.3,SDSSJ1452+4224,B
0.4576661,0.4576373,0.2,30,1000.0,0.01,0.299,0.3,RXJ1131-1231,A
0.4365871,0.336268,0.2,30,800.0,0.01,0.299,0.3,MG0414+0534,B
0.3441106,0.1942705,0.2,30,700.0,0.01,0.299,0.3,SBS0909+523,B
0.668524,0.4582714,0.2,30,1400.0,0.01,0.299,0.3,PG1115+080A,2
0.5529135,0.3422585,0.2,30,1400.0,0.01,0.299,0.3,PG1115+080A,1
0.3385686,0.3385054,0.2,30,1100.0,0.01,0.299,0.3,J0228+3953,A
1.999916,1.999716,0.2,30,1200.0,0.01,0.299,0.3,HS0818+1227,B
0.2422699,0.2422417,0.2,30,900.0,0.01,0.299,0.3,ULASJ1405+0959,A
